;Region/Country/Area;Tourist/visitor arrivals and tourism expenditure;Year;Series;Tourism arrivals series type;Tourism arrivals series type footnote;Value;Footnotes;Source;valor_expenditure;number_visitor
155;44;Bahamas;2017;Tourism expenditure (millions of US dollars);;;2598;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2598;
156;48;Bahrain;1995;Tourist/visitor arrivals (thousands);VF;;2311;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2311
157;48;Bahrain;2005;Tourist/visitor arrivals (thousands);VF;;6313;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6313
158;48;Bahrain;2010;Tourist/visitor arrivals (thousands);VF;;11952;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;11952
159;48;Bahrain;2015;Tourist/visitor arrivals (thousands);VF;;9670;"Break in the time series.;Excluding nationals residing abroad.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;9670
160;48;Bahrain;2016;Tourist/visitor arrivals (thousands);VF;;10158;"Break in the time series.;Excluding nationals residing abroad.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;10158
161;48;Bahrain;2017;Tourist/visitor arrivals (thousands);VF;;11370;"Break in the time series.;Excluding nationals residing abroad.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;11370
162;48;Bahrain;1995;Tourism expenditure (millions of US dollars);;;593;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;593;
163;48;Bahrain;2005;Tourism expenditure (millions of US dollars);;;1603;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1603;
164;48;Bahrain;2010;Tourism expenditure (millions of US dollars);;;2163;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2163;
165;48;Bahrain;2015;Tourism expenditure (millions of US dollars);;;2372;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2372;
166;48;Bahrain;2016;Tourism expenditure (millions of US dollars);;;4021;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4021;
167;48;Bahrain;2017;Tourism expenditure (millions of US dollars);;;3836;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;3836;
168;50;Bangladesh;1995;Tourist/visitor arrivals (thousands);TF;;156;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;156
169;50;Bangladesh;2005;Tourist/visitor arrivals (thousands);TF;;208;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;208
170;50;Bangladesh;2010;Tourist/visitor arrivals (thousands);TF;;303;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;303
171;50;Bangladesh;2005;Tourism expenditure (millions of US dollars);;;82;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;82;
172;50;Bangladesh;2010;Tourism expenditure (millions of US dollars);;;103;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;103;
173;50;Bangladesh;2015;Tourism expenditure (millions of US dollars);;;150;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;150;
174;50;Bangladesh;2016;Tourism expenditure (millions of US dollars);;;214;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;214;
175;50;Bangladesh;2017;Tourism expenditure (millions of US dollars);;;344;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;344;
176;52;Barbados;1995;Tourist/visitor arrivals (thousands);TF;;442;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;442
177;52;Barbados;2005;Tourist/visitor arrivals (thousands);TF;;548;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;548
178;52;Barbados;2010;Tourist/visitor arrivals (thousands);TF;;532;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;532
179;52;Barbados;2015;Tourist/visitor arrivals (thousands);TF;;592;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;592
180;52;Barbados;2016;Tourist/visitor arrivals (thousands);TF;;632;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;632
181;52;Barbados;2017;Tourist/visitor arrivals (thousands);TF;;664;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;664
182;52;Barbados;1995;Tourism expenditure (millions of US dollars);;;630;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;630;
183;52;Barbados;2005;Tourism expenditure (millions of US dollars);;;1081;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1081;
184;52;Barbados;2010;Tourism expenditure (millions of US dollars);;;1074;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1074;
185;112;Belarus;1995;Tourist/visitor arrivals (thousands);TF;;161;Excludes the Belarusian-Russian border segment.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;161
186;112;Belarus;2005;Tourist/visitor arrivals (thousands);TF;;91;Excludes the Belarusian-Russian border segment.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;91
187;112;Belarus;2010;Tourist/visitor arrivals (thousands);TF;;119;Excludes the Belarusian-Russian border segment.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;119
188;112;Belarus;2015;Tourist/visitor arrivals (thousands);TF;;4386;"Break in the time series.;Excludes the Belarusian-Russian border segment.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;4386
189;112;Belarus;2016;Tourist/visitor arrivals (thousands);TF;;10935;Includes estimation of the Belarusian-Russian border segment.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;10935
190;112;Belarus;2017;Tourist/visitor arrivals (thousands);TF;;11060;Includes estimation of the Belarusian-Russian border segment.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;11060
191;112;Belarus;1995;Tourism expenditure (millions of US dollars);;;28;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;28;
192;112;Belarus;2005;Tourism expenditure (millions of US dollars);;;346;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;346;
193;112;Belarus;2010;Tourism expenditure (millions of US dollars);;;665;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;665;
194;112;Belarus;2015;Tourism expenditure (millions of US dollars);;;1013;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1013;
195;112;Belarus;2016;Tourism expenditure (millions of US dollars);;;1019;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1019;
196;112;Belarus;2017;Tourism expenditure (millions of US dollars);;;1134;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1134;
197;56;Belgium;1995;Tourist/visitor arrivals (thousands);TCE;;5560;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;5560
198;56;Belgium;2005;Tourist/visitor arrivals (thousands);TCE;;6747;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6747
199;56;Belgium;2010;Tourist/visitor arrivals (thousands);TCE;;7186;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;7186
200;56;Belgium;2015;Tourist/visitor arrivals (thousands);TCE;;8355;Break in the time series.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;8355
201;56;Belgium;2016;Tourist/visitor arrivals (thousands);TCE;;7481;Break in the time series.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;7481
202;56;Belgium;2017;Tourist/visitor arrivals (thousands);TCE;;8385;Break in the time series.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;8385
203;56;Belgium;2005;Tourism expenditure (millions of US dollars);;;10881;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;10881;
204;56;Belgium;2015;Tourism expenditure (millions of US dollars);;;13073;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;13073;
205;56;Belgium;2016;Tourism expenditure (millions of US dollars);;;12697;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;12697;
206;56;Belgium;2017;Tourism expenditure (millions of US dollars);;;13750;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;13750;
207;84;Belize;1995;Tourist/visitor arrivals (thousands);TF;;131;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;131
208;84;Belize;2005;Tourist/visitor arrivals (thousands);TF;;237;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;237
209;84;Belize;2010;Tourist/visitor arrivals (thousands);TF;;242;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;242
210;84;Belize;2015;Tourist/visitor arrivals (thousands);TF;;341;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;341
211;84;Belize;2016;Tourist/visitor arrivals (thousands);TF;;386;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;386
212;84;Belize;2017;Tourist/visitor arrivals (thousands);TF;;427;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;427
213;84;Belize;1995;Tourism expenditure (millions of US dollars);;;78;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;78;
214;84;Belize;2005;Tourism expenditure (millions of US dollars);;;214;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;214;
215;84;Belize;2010;Tourism expenditure (millions of US dollars);;;264;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;264;
216;84;Belize;2015;Tourism expenditure (millions of US dollars);;;372;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;372;
217;84;Belize;2016;Tourism expenditure (millions of US dollars);;;391;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;391;
218;84;Belize;2017;Tourism expenditure (millions of US dollars);;;427;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;427;
219;204;Benin;1995;Tourist/visitor arrivals (thousands);TF;;138;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;138
220;204;Benin;2005;Tourist/visitor arrivals (thousands);TF;;176;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;176
221;204;Benin;2010;Tourist/visitor arrivals (thousands);TF;;199;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;199
222;204;Benin;2015;Tourist/visitor arrivals (thousands);TF;;255;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;255
223;204;Benin;2016;Tourist/visitor arrivals (thousands);TF;;267;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;267
224;204;Benin;2017;Tourist/visitor arrivals (thousands);TF;;281;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;281
225;204;Benin;2005;Tourism expenditure (millions of US dollars);;;108;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;108;
226;204;Benin;2010;Tourism expenditure (millions of US dollars);;;149;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;149;
227;204;Benin;2015;Tourism expenditure (millions of US dollars);;;148;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;148;
228;204;Benin;2016;Tourism expenditure (millions of US dollars);;;129;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;129;
229;60;Bermuda;1995;Tourist/visitor arrivals (thousands);TF;;387;"Excluding nationals residing abroad.;Arrivals by air.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;387
230;60;Bermuda;2005;Tourist/visitor arrivals (thousands);TF;;270;"Excluding nationals residing abroad.;Arrivals by air.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;270
231;60;Bermuda;2010;Tourist/visitor arrivals (thousands);TF;;232;"Excluding nationals residing abroad.;Arrivals by air.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;232
232;60;Bermuda;2015;Tourist/visitor arrivals (thousands);TF;;220;"Excluding nationals residing abroad.;Arrivals by air.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;220
233;60;Bermuda;2016;Tourist/visitor arrivals (thousands);TF;;244;"Excluding nationals residing abroad.;Arrivals by air.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;244
